property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202401283,APP202401283,265100,7/11/2024,full_appraisal,,X,429829.48,28.012363,-89.071127
PROP202401284,APP202401284,123300,10/25/2024,exterior_only,,X,475317.1,30.31991,-110.981672
PROP202401285,APP202401285,231200,2/19/2024,full_appraisal,,X,451379.97,45.623379,-93.688725
PROP202401286,APP202401286,113100,5/26/2024,full_appraisal,,X,977279.59,31.631759,-97.246523
PROP202401287,APP202401287,226700,11/17/2024,avm,0.796,X,313086.65,43.666837,-121.249333
PROP202401288,APP202401288,194900,10/8/2024,full_appraisal,,X,922390.93,40.564704,-119.04458
PROP202401289,APP202401289,80000,6/6/2024,avm,0.643,X,534919.72,48.4151,-96.985298
PROP202401290,APP202401290,172800,1/4/2025,full_appraisal,,X,405963.41,48.136939,-84.897922
PROP202401291,APP202401291,123700,4/1/2024,full_appraisal,,X,493284.94,29.071534,-81.560528
PROP202401292,APP202401292,172900,3/2/2024,exterior_only,,AE,768177.59,25.305976,-93.779921
PROP202401293,APP202401293,173200,6/11/2024,avm,0.743,X,965687.49,46.571162,-103.298609
PROP202401294,APP202401294,80000,12/28/2024,exterior_only,,X,179336.08,32.881345,-100.3796
PROP202401295,APP202401295,170700,10/27/2024,full_appraisal,,X,125339.94,45.428022,-111.607935
PROP202401296,APP202401296,239000,5/30/2024,exterior_only,,X,662047.62,30.236201,-115.813361
PROP202401297,APP202401297,96300,7/6/2024,exterior_only,,X,187728.28,48.647446,-117.626671
PROP202401298,APP202401298,258300,6/29/2024,full_appraisal,,AE,279310.65,39.114199,-115.525528
PROP202401299,APP202401299,122400,6/3/2024,full_appraisal,,X,432146.57,40.427138,-80.614686
PROP202401300,APP202401300,152700,2/24/2024,avm,0.646,X,186799.01,32.239935,-98.726362
PROP202401301,APP202401301,365600,2/21/2024,exterior_only,,X,556821.23,44.790554,-101.343248
PROP202401302,APP202401302,213400,9/18/2024,exterior_only,,X,671630.83,26.275986,-82.309484
PROP202401303,APP202401303,251400,5/23/2024,full_appraisal,,X,221751.46,26.958177,-86.538971
PROP202401304,APP202401304,99100,2/12/2024,exterior_only,,X,413300.93,47.728701,-82.813523
PROP202401305,APP202401305,180100,4/15/2024,full_appraisal,,X,331000.83,38.116691,-101.297538
PROP202401306,APP202401306,122000,12/13/2024,full_appraisal,,X,166542,38.523451,-101.897425
PROP202401307,APP202401307,181100,3/14/2024,avm,0.754,AE,268250.89,36.427517,-122.094438
PROP202401308,APP202401308,230500,9/28/2024,desktop,,X,575914.68,44.782062,-101.846269
PROP202401309,APP202401309,200300,11/19/2024,full_appraisal,,X,391649.8,44.307144,-112.003791
PROP202401310,APP202401310,96800,8/12/2024,desktop,,X,817677.69,28.43556,-88.051071
PROP202401311,APP202401311,80000,4/19/2024,exterior_only,,X,174553.74,48.502103,-78.250275
PROP202401312,APP202401312,260400,3/25/2024,desktop,,X,895468.86,39.647411,-70.561336
PROP202401313,APP202401313,174200,8/31/2024,desktop,,X,972845.56,26.663723,-106.641399
PROP202401314,APP202401314,80000,6/1/2024,full_appraisal,,X,634319.72,43.148014,-91.070008
PROP202401315,APP202401315,167100,4/9/2024,full_appraisal,,X,924461,25.062687,-88.399768
PROP202401316,APP202401316,281400,12/4/2024,full_appraisal,,X,384499.46,31.383689,-108.876106
PROP202401317,APP202401317,169600,4/16/2024,exterior_only,,VE,439363.73,27.77364,-123.46803
PROP202401318,APP202401318,206600,3/6/2024,avm,0.609,X,818136.08,35.832265,-94.235144
PROP202401319,APP202401319,289400,3/31/2024,full_appraisal,,X,305479.92,27.227857,-122.524017
PROP202401320,APP202401320,189600,11/28/2024,full_appraisal,,X,354603.55,33.829913,-123.81869
PROP202401321,APP202401321,195800,7/19/2024,full_appraisal,,AE,112499.97,26.304265,-119.628276
PROP202401322,APP202401322,127500,9/3/2024,full_appraisal,,X,476717,29.137046,-121.116976
PROP202401323,APP202401323,186400,5/1/2024,full_appraisal,,X,941810.41,40.968071,-86.938881
PROP202401324,APP202401324,242700,11/9/2024,exterior_only,,X,792719.21,45.070094,-100.915685
PROP202401325,APP202401325,122400,11/28/2024,avm,0.701,X,151678.3,37.533907,-88.528519
PROP202401326,APP202401326,89200,1/9/2025,full_appraisal,,AE,295347.8,30.674828,-101.852876
PROP202401327,APP202401327,103700,12/7/2024,full_appraisal,,X,598439.95,27.024505,-69.750637
PROP202401328,APP202401328,208800,7/27/2024,avm,0.825,X,269848.04,39.747034,-94.314257
PROP202401329,APP202401329,149600,5/27/2024,full_appraisal,,X,218501.38,42.818525,-101.613996
PROP202401330,APP202401330,149600,11/7/2024,desktop,,X,457812.26,48.820297,-76.077908
PROP202401331,APP202401331,208500,3/13/2024,full_appraisal,,X,699740.58,40.254369,-74.148603
PROP202401332,APP202401332,225600,1/26/2024,full_appraisal,,X,745290.5,41.840509,-95.32506
PROP202401333,APP202401333,114600,2/29/2024,exterior_only,,X,951330.67,35.117416,-68.176644
PROP202401334,APP202401334,186600,9/1/2024,full_appraisal,,X,561453.47,43.520122,-112.326524
PROP202401335,APP202401335,129900,11/16/2024,exterior_only,,X,759478.94,35.813383,-84.064588
PROP202401336,APP202401336,128900,9/7/2024,desktop,,X,793026.82,36.031288,-91.44437
PROP202401337,APP202401337,215500,3/13/2024,full_appraisal,,AE,142094.29,39.92326,-95.359887
PROP202401338,APP202401338,282200,9/26/2024,exterior_only,,AE,732386.54,33.146053,-70.199339
PROP202401339,APP202401339,124700,3/10/2024,full_appraisal,,X,707936.18,25.616458,-82.089681
PROP202401340,APP202401340,175200,5/25/2024,avm,0.723,X,947620.18,32.46784,-79.246962
PROP202401341,APP202401341,84600,5/6/2024,full_appraisal,,AE,149851.89,28.596101,-90.797788
PROP202401342,APP202401342,110200,2/7/2024,full_appraisal,,X,698276.71,32.253208,-85.250288
PROP202401343,APP202401343,141900,7/14/2024,full_appraisal,,X,851231.5,40.765962,-91.076832
PROP202401344,APP202401344,90100,4/20/2024,avm,0.948,X,479558.32,36.661014,-81.478467
PROP202401345,APP202401345,308900,11/30/2024,full_appraisal,,X,826324.63,47.938467,-120.397928
PROP202401346,APP202401346,231800,8/20/2024,desktop,,X,779557.04,31.744045,-104.166447
PROP202401347,APP202401347,158600,3/21/2024,avm,0.792,AE,927403.59,25.224449,-114.908302
PROP202401348,APP202401348,112400,3/13/2024,exterior_only,,X,568347.19,31.462703,-121.846791
PROP202401349,APP202401349,184800,3/11/2024,exterior_only,,X,502451.26,47.183555,-70.325863
PROP202401350,APP202401350,82500,1/5/2025,full_appraisal,,X,870633.74,39.359644,-70.682018
PROP202401351,APP202401351,106900,3/25/2024,exterior_only,,AE,795454.77,37.104891,-78.45605
PROP202401352,APP202401352,105300,6/23/2024,avm,0.952,AE,593576.78,38.170537,-113.808464
PROP202401353,APP202401353,218800,4/16/2024,full_appraisal,,X,149228.98,45.422931,-76.622356
PROP202401354,APP202401354,162400,7/20/2024,full_appraisal,,X,826823.44,25.288366,-85.462557
PROP202401355,APP202401355,202800,8/11/2024,full_appraisal,,X,968071.27,33.429203,-104.955767
PROP202401356,APP202401356,214900,9/24/2024,full_appraisal,,X,761608.43,46.541904,-79.350404
PROP202401357,APP202401357,81100,9/21/2024,avm,0.892,AE,419814.52,32.865078,-84.523375
PROP202401358,APP202401358,225400,11/24/2024,full_appraisal,,X,271006.19,44.673064,-92.891419
PROP202401359,APP202401359,159900,7/13/2024,full_appraisal,,X,412736.1,46.802871,-92.890686
PROP202401360,APP202401360,223000,8/30/2024,full_appraisal,,X,683426.33,33.770494,-75.260634
PROP202401361,APP202401361,206100,11/3/2024,exterior_only,,X,602714.46,28.917185,-98.640119
PROP202401362,APP202401362,102000,4/16/2024,avm,0.919,X,671243.28,37.689603,-84.543129
PROP202401363,APP202401363,201900,10/19/2024,full_appraisal,,X,820599.48,35.179522,-95.583446
PROP202401364,APP202401364,106700,3/10/2024,full_appraisal,,X,556126.5,41.888822,-98.487762
PROP202401365,APP202401365,183600,12/26/2024,full_appraisal,,X,644581.84,46.950787,-76.273329
PROP202401366,APP202401366,239600,3/3/2024,avm,0.695,X,853570.8,47.802691,-84.475532
PROP202401367,APP202401367,116500,12/2/2024,full_appraisal,,X,874741.58,30.424814,-93.770181
PROP202401368,APP202401368,108600,11/5/2024,full_appraisal,,X,743187.89,45.275643,-104.664519
PROP202401369,APP202401369,181900,12/12/2024,avm,0.633,X,681804.09,27.019848,-121.342883
PROP202401370,APP202401370,155300,12/12/2024,exterior_only,,X,252151.47,37.062276,-106.426908
PROP202401371,APP202401371,129900,11/26/2024,full_appraisal,,X,416871.88,45.308381,-109.884377
PROP202401372,APP202401372,234100,4/28/2024,desktop,,X,875864.35,43.658957,-84.540227
PROP202401373,APP202401373,133900,8/8/2024,avm,0.749,X,554412.87,35.529967,-122.161223
PROP202401374,APP202401374,166500,11/3/2024,full_appraisal,,AO,681687.16,33.567461,-100.993864
PROP202401375,APP202401375,255800,4/24/2024,exterior_only,,X,198621.79,34.244129,-107.768174
PROP202401376,APP202401376,135000,3/26/2024,full_appraisal,,X,398191.26,46.956373,-71.153563
PROP202401377,APP202401377,148500,6/26/2024,avm,0.644,X,176447.17,28.222689,-67.827437
PROP202401378,APP202401378,235300,9/13/2024,desktop,,AE,645095.67,38.502961,-123.931709
PROP202401379,APP202401379,179800,9/18/2024,exterior_only,,X,224920.93,43.076944,-76.636619
PROP202401380,APP202401380,106100,1/18/2024,desktop,,AH,758803.71,44.84851,-119.074972
PROP202401381,APP202401381,172000,6/8/2024,full_appraisal,,X,767515.28,30.164169,-108.278661
PROP202401382,APP202401382,121200,11/25/2024,full_appraisal,,X,337351.92,45.480755,-108.711706
PROP202401383,APP202401383,163300,11/17/2024,full_appraisal,,X,746899.8,40.240214,-114.267174
PROP202401384,APP202401384,174300,9/30/2024,full_appraisal,,X,356889.34,44.444473,-71.640467
PROP202401385,APP202401385,304800,4/18/2024,full_appraisal,,X,905995.82,28.4126,-116.54226
PROP202401386,APP202401386,120600,1/27/2024,avm,0.805,X,823217.64,36.623939,-76.561002
PROP202401387,APP202401387,165600,1/21/2024,avm,0.818,AE,144759.82,41.009223,-118.057123
PROP202401388,APP202401388,144700,1/26/2024,full_appraisal,,AE,258267.68,28.991641,-70.908345
PROP202401389,APP202401389,178300,4/13/2024,exterior_only,,X,267738.26,44.937886,-68.371047
PROP202401390,APP202401390,194600,6/18/2024,avm,0.921,X,331261.61,37.870439,-82.054547
PROP202401391,APP202401391,251000,1/13/2025,exterior_only,,X,398531.12,48.173292,-104.917717
PROP202401392,APP202401392,80000,8/3/2024,exterior_only,,X,189822.12,26.416884,-113.293985
PROP202401393,APP202401393,109900,8/27/2024,full_appraisal,,X,510498.14,36.408889,-104.002108
PROP202401394,APP202401394,221200,12/1/2024,exterior_only,,AE,954992.27,29.139605,-112.284853
PROP202401395,APP202401395,122700,2/29/2024,exterior_only,,X,968706.17,39.679551,-85.584744
PROP202401396,APP202401396,148600,2/27/2024,full_appraisal,,AE,508201.11,39.550154,-95.710986
PROP202401397,APP202401397,179800,8/25/2024,avm,0.909,X,982704.5,42.157395,-91.083075
PROP202401398,APP202401398,123500,8/19/2024,full_appraisal,,X,433589.42,46.135231,-121.660773
PROP202401399,APP202401399,183400,3/5/2024,avm,0.937,X,766217.2,46.182468,-112.405635
PROP202401400,APP202401400,182800,5/9/2024,full_appraisal,,X,875803.49,36.04348,-96.053614
PROP202401401,APP202401401,296500,11/14/2024,exterior_only,,X,115440.07,44.726503,-69.940225
PROP202401402,APP202401402,134000,9/11/2024,exterior_only,,X,262002.85,36.609274,-86.75581
PROP202401403,APP202401403,213800,4/25/2024,full_appraisal,,X,240223.33,38.273377,-113.981126
PROP202401404,APP202401404,183500,2/27/2024,full_appraisal,,X,656889.56,36.398795,-116.428038
PROP202401405,APP202401405,160600,1/24/2024,full_appraisal,,X,773293.37,45.656777,-116.790816
PROP202401406,APP202401406,143700,5/16/2024,full_appraisal,,AE,841216.58,40.044628,-86.515457
PROP202401407,APP202401407,183500,8/27/2024,full_appraisal,,X,180066.62,46.323631,-74.800619
PROP202401408,APP202401408,177000,12/3/2024,avm,0.724,X,563210.15,26.515766,-90.272326
PROP202401409,APP202401409,278000,4/12/2024,full_appraisal,,X,927356.89,29.383955,-105.223763
PROP202401410,APP202401410,92700,8/9/2024,full_appraisal,,AE,166493.3,47.891437,-107.019084
PROP202401411,APP202401411,133300,2/19/2024,full_appraisal,,X,180676.26,36.655311,-117.256481
PROP202401412,APP202401412,149300,5/24/2024,full_appraisal,,X,181059.82,30.272028,-110.955567
PROP202401413,APP202401413,167800,5/13/2024,full_appraisal,,X,447504.27,27.722888,-77.826133
PROP202401414,APP202401414,98100,6/29/2024,full_appraisal,,X,317724.54,47.976448,-68.844011
PROP202401415,APP202401415,108400,2/28/2024,full_appraisal,,X,437500.16,40.235726,-114.28817
PROP202401416,APP202401416,133100,5/4/2024,full_appraisal,,X,241452.14,43.885332,-85.372116
PROP202401417,APP202401417,202400,2/10/2024,avm,0.716,AH,982432.12,40.463456,-74.835797
PROP202401418,APP202401418,112900,9/6/2024,exterior_only,,X,280782.84,28.23533,-123.685319
PROP202401419,APP202401419,188700,11/13/2024,exterior_only,,X,492331.74,27.345175,-102.730599
PROP202401420,APP202401420,337900,5/17/2024,full_appraisal,,X,942825.64,44.998982,-92.898625
PROP202401421,APP202401421,171800,5/16/2024,desktop,,AE,939809.31,38.602155,-110.879029
PROP202401422,APP202401422,139900,7/30/2024,full_appraisal,,AE,696482.94,31.414324,-79.11288
PROP202401423,APP202401423,328500,9/2/2024,full_appraisal,,X,324068.87,36.562014,-67.227459
PROP202401424,APP202401424,116600,8/31/2024,full_appraisal,,X,565013.94,44.722836,-98.01515
PROP202401425,APP202401425,136700,5/9/2024,full_appraisal,,X,300227.75,36.147243,-78.59063
PROP202401426,APP202401426,80000,9/17/2024,avm,0.871,X,961794.29,48.316362,-68.680094
PROP202401427,APP202401427,152200,1/17/2025,full_appraisal,,X,605711.55,43.214441,-104.528458
PROP202401428,APP202401428,299800,1/20/2025,exterior_only,,X,480758.39,47.122782,-72.353307
PROP202401429,APP202401429,80000,6/11/2024,full_appraisal,,X,226467.18,35.204584,-88.407189
PROP202401430,APP202401430,207200,12/24/2024,full_appraisal,,X,941071.04,30.121957,-111.940756
PROP202401431,APP202401431,209300,3/12/2024,avm,0.83,X,534592.67,47.03614,-120.511504
PROP202401432,APP202401432,183100,5/5/2024,exterior_only,,X,324472.28,44.146277,-86.347408
PROP202401433,APP202401433,186400,8/15/2024,avm,0.702,X,635783.21,28.332359,-74.033675
PROP202401434,APP202401434,205600,7/4/2024,full_appraisal,,X,122804.15,32.005087,-91.545724
PROP202401435,APP202401435,150600,10/4/2024,exterior_only,,X,132410.93,35.363375,-101.564383
PROP202401436,APP202401436,214400,6/7/2024,full_appraisal,,AE,774530.21,39.429956,-79.420354
PROP202401437,APP202401437,115300,11/14/2024,full_appraisal,,X,363121.81,40.082369,-74.485706
PROP202401438,APP202401438,85700,5/1/2024,full_appraisal,,X,209423.18,41.899087,-106.726603
PROP202401439,APP202401439,185400,6/18/2024,avm,0.85,X,802966.31,46.055941,-91.872097
PROP202401440,APP202401440,175000,12/28/2024,full_appraisal,,X,112507.02,44.623031,-85.765269
PROP202401441,APP202401441,152500,6/29/2024,full_appraisal,,X,202265.14,29.030356,-121.901718
PROP202401442,APP202401442,88700,7/3/2024,full_appraisal,,X,437792.88,48.874648,-121.353172
PROP202401443,APP202401443,314500,11/16/2024,full_appraisal,,X,906281.17,45.591385,-99.931138
PROP202401444,APP202401444,120200,7/5/2024,avm,0.953,AE,589524.16,29.649862,-111.841267
PROP202401445,APP202401445,156800,1/20/2024,exterior_only,,AE,971106.39,38.049309,-97.794578
PROP202401446,APP202401446,136700,5/20/2024,full_appraisal,,X,719956,33.535547,-122.4818
PROP202401447,APP202401447,157000,3/15/2024,full_appraisal,,AE,661481.65,26.383717,-95.770431
PROP202401448,APP202401448,310100,4/5/2024,full_appraisal,,X,386998.49,44.989117,-110.773387
PROP202401449,APP202401449,157000,4/15/2024,avm,0.833,X,581147.97,36.894102,-77.432484
PROP202401450,APP202401450,242100,10/4/2024,exterior_only,,X,979595.89,47.104972,-90.827207
PROP202401451,APP202401451,151600,10/27/2024,avm,0.782,X,263928.55,40.675103,-113.43842
PROP202401452,APP202401452,218000,1/2/2025,avm,0.904,X,788503.87,25.352372,-108.061827
PROP202401453,APP202401453,116300,9/29/2024,desktop,,AO,827464.8,32.214972,-94.581052
PROP202401454,APP202401454,83900,2/17/2024,full_appraisal,,X,268004.58,34.913485,-86.76983
PROP202401455,APP202401455,159000,8/8/2024,full_appraisal,,X,633380.04,48.619776,-85.489135
PROP202401456,APP202401456,183200,8/7/2024,full_appraisal,,AE,465402.15,43.618827,-98.616674
PROP202401457,APP202401457,364100,11/6/2024,full_appraisal,,AE,917425.43,30.798214,-95.632199
PROP202401458,APP202401458,230100,6/29/2024,exterior_only,,AE,249972.8,40.507188,-107.485085
PROP202401459,APP202401459,145300,2/22/2024,full_appraisal,,AE,726620.3,34.303076,-84.678973
PROP202401460,APP202401460,232100,3/23/2024,desktop,,X,231724.65,36.953292,-106.050408
PROP202401461,APP202401461,178000,2/28/2024,full_appraisal,,X,135508.52,33.763508,-87.049671
PROP202401462,APP202401462,171600,2/4/2024,full_appraisal,,AE,216833.09,43.368362,-87.824839
PROP202401463,APP202401463,206000,8/17/2024,avm,0.761,X,345520.69,47.626612,-83.98939
PROP202401464,APP202401464,163000,4/30/2024,full_appraisal,,X,248066.63,38.10145,-102.651991
PROP202401465,APP202401465,263000,8/1/2024,exterior_only,,X,802753.43,35.465788,-123.987707
PROP202401466,APP202401466,113600,10/18/2024,full_appraisal,,X,208206.98,32.245246,-75.234253
PROP202401467,APP202401467,106900,11/22/2024,full_appraisal,,X,384061,39.98751,-97.439911
PROP202401468,APP202401468,212200,6/3/2024,full_appraisal,,X,132742.3,32.512614,-119.967664
PROP202401469,APP202401469,258400,1/19/2025,exterior_only,,X,725100.23,47.213825,-112.412025
PROP202401470,APP202401470,120700,3/20/2024,full_appraisal,,AE,240719.72,40.395925,-123.679839
PROP202401471,APP202401471,142500,12/3/2024,full_appraisal,,X,653085.03,40.435801,-77.999446
PROP202401472,APP202401472,168300,4/7/2024,full_appraisal,,AO,263812.65,36.112994,-111.576313
PROP202401473,APP202401473,144000,11/20/2024,full_appraisal,,X,367768.83,43.145788,-69.386866
PROP202401474,APP202401474,220800,6/30/2024,desktop,,AE,842051.4,27.546727,-94.873187
PROP202401475,APP202401475,203000,10/8/2024,full_appraisal,,X,131154.63,27.047791,-73.640466
PROP202401476,APP202401476,248400,12/19/2024,desktop,,AE,449999.76,39.088371,-95.882208
PROP202401477,APP202401477,174300,12/17/2024,full_appraisal,,X,710676.36,44.870641,-120.306372
PROP202401478,APP202401478,87900,1/7/2025,avm,0.814,AE,790562.53,38.746561,-120.432439
PROP202401479,APP202401479,150400,6/20/2024,full_appraisal,,AE,995493.64,35.940556,-110.176385
PROP202401480,APP202401480,191600,12/12/2024,full_appraisal,,X,644970.2,41.42221,-88.546388
PROP202401481,APP202401481,131500,12/10/2024,full_appraisal,,X,243142.13,26.650533,-110.526021
PROP202401482,APP202401482,144700,2/26/2024,exterior_only,,AE,972742.04,44.75855,-116.743808
PROP202401483,APP202401483,145600,12/5/2024,full_appraisal,,X,664373.53,48.425672,-98.073026
